Year,Site,Transect,Plot,Plant_ID,Aspect,PlotSlope,Prev_year_precip,Change_TotalCulms,Change_ReproductiveCulms,Change_BGDensity,Change_BGCover,Change_ShrubCover,Change_HerbCover,Init_BGDensity,Init_BGCover,Init_ShrubCover,Init_HerbCover
2021,TumamocHill,4_2,298,325,S,4.4,373.91,10,5,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,325,S,4.4,263.63,-1,-10,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,4_2,298,326,S,4.4,373.91,52,25,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,326,S,4.4,263.63,-8,-16,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,4_2,298,327,S,4.4,373.91,-37,-10,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,327,S,4.4,263.63,0,0,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,4_2,298,328,S,4.4,373.91,32,3,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,328,S,4.4,263.63,27,9,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,4_2,298,329,S,4.4,373.91,-22,-4,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,329,S,4.4,263.63,27,-8,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,4_2,298,330,S,4.4,373.91,14,-5,-0.6875,-30,5,9,4.0625,50,25,1.5
2022,TumamocHill,4_2,298,330,S,4.4,263.63,13,10,0.875,13,-7,-5.5,4.0625,50,25,1.5
2021,TumamocHill,5_1,362,332,N,17.4,374.99,16,2,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,332,N,17.4,245.03,-19,6,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,333,N,17.4,374.99,-6,-1,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,333,N,17.4,245.03,0,0,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,334,N,17.4,374.99,23,0,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,334,N,17.4,245.03,-25,5,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,335,N,17.4,374.99,5,1,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,335,N,17.4,245.03,-14,2,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,336,N,17.4,374.99,35,10,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,336,N,17.4,245.03,-19,30,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,337,N,17.4,374.99,22,7,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,337,N,17.4,245.03,-17,7,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,338,N,17.4,374.99,8,-2,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,338,N,17.4,245.03,-12,3,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,339,N,17.4,374.99,-7,0,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,339,N,17.4,245.03,0,0,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,340,N,17.4,374.99,9,-1,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,340,N,17.4,245.03,-12,8,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,362,341,N,17.4,374.99,-20,-9,2.375,-15,-25,10,4.0625,55,40,4
2022,TumamocHill,5_1,362,341,N,17.4,245.03,-1,3,3.375,-7,2,-8,4.0625,55,40,4
2021,TumamocHill,5_1,363,342,N,22.4,374.99,2,1,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,342,N,22.4,245.03,12,6,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,343,N,22.4,374.99,-11,-22,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,343,N,22.4,245.03,19,12,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,344,N,22.4,374.99,-6,0,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,344,N,22.4,245.03,0,0,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,345,N,22.4,374.99,-16,-13,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,345,N,22.4,245.03,0,-4,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,346,N,22.4,374.99,-4,-1,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,346,N,22.4,245.03,0,0,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,347,N,22.4,374.99,-30,-19,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,347,N,22.4,245.03,9,0,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,348,N,22.4,374.99,-14,-13,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,348,N,22.4,245.03,10,9,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,349,N,22.4,374.99,-1,-2,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,349,N,22.4,245.03,1,3,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,350,N,22.4,374.99,10,-5,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,350,N,22.4,245.03,4,0,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,363,351,N,22.4,374.99,16,8,2.125,0,-24,23,3.75,20,40,9
2022,TumamocHill,5_1,363,351,N,22.4,245.03,2,0,3.4375,5,4,-16,3.75,20,40,9
2021,TumamocHill,5_1,364,352,N,18.8,374.99,-13,-8,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,352,N,18.8,245.03,0,0,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,353,N,18.8,374.99,-3,-1,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,353,N,18.8,245.03,0,0,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,354,N,18.8,374.99,-32,-26,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,354,N,18.8,245.03,15,10,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,355,N,18.8,374.99,-16,-5,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,355,N,18.8,245.03,0,0,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,356,N,18.8,374.99,-7,-3,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,356,N,18.8,245.03,0,0,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,357,N,18.8,374.99,11,4,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,357,N,18.8,245.03,10,3,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,358,N,18.8,374.99,3,-2,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,358,N,18.8,245.03,4,7,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,359,N,18.8,374.99,-12,0,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,359,N,18.8,245.03,24,11,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,360,N,18.8,374.99,9,-1,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,360,N,18.8,245.03,6,7,4.75,8,-14,-15,2.9375,23,25,7
2021,TumamocHill,5_1,364,361,N,18.8,374.99,7,1,3.375,2,-3,13,2.9375,23,25,7
2022,TumamocHill,5_1,364,361,N,18.8,245.03,5,1,4.75,8,-14,-15,2.9375,23,25,7
2022,KinneyHill,76,396,365,SW,9.8,248.42,-14,17,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,366,SW,9.8,248.42,23,27,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,367,SW,9.8,248.42,-6,-4,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,368,SW,9.8,248.42,-1,20,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,369,SW,9.8,248.42,36,19,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,370,SW,9.8,248.42,7,15,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,371,SW,9.8,248.42,33,35,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,372,SW,9.8,248.42,5,8,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,373,SW,9.8,248.42,16,27,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,396,374,SW,9.8,248.42,32,36,1.5,0,-2,-1,2.9375,40,4,2
2022,KinneyHill,76,397,375,SW,16.2,248.42,17,34,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,376,SW,16.2,248.42,31,18,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,377,SW,16.2,248.42,21,31,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,378,SW,16.2,248.42,23,8,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,379,SW,16.2,248.42,-8,41,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,380,SW,16.2,248.42,15,19,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,381,SW,16.2,248.42,42,12,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,382,SW,16.2,248.42,14,22,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,383,SW,16.2,248.42,-22,1,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,397,384,SW,16.2,248.42,19,26,3.5,-15,5,-2,2.5,50,25,3
2022,KinneyHill,76,395,385,SW,14.2,248.42,1,9,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,386,SW,14.2,248.42,60,78,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,387,SW,14.2,248.42,17,53,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,388,SW,14.2,248.42,3,79,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,389,SW,14.2,248.42,21,36,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,390,SW,14.2,248.42,11,17,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,391,SW,14.2,248.42,7,16,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,392,SW,14.2,248.42,5,23,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,393,SW,14.2,248.42,17,64,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,76,395,394,SW,14.2,248.42,0,17,1.0625,-13,-2,0,2.1875,40,12,1
2022,KinneyHill,57,398,442,SW,16.8,248.09,-13,52,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,443,SW,16.8,248.09,-8,70,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,444,SW,16.8,248.09,19,14,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,445,SW,16.8,248.09,3,40,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,446,SW,16.8,248.09,15,37,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,447,SW,16.8,248.09,6,60,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,448,SW,16.8,248.09,9,23,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,449,SW,16.8,248.09,14,34,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,450,SW,16.8,248.09,-14,3,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,398,451,SW,16.8,248.09,-3,45,1.0625,0,-9,6,1.3125,25,15,5
2022,KinneyHill,57,400,452,SW,20,248.09,-23,-4,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,453,SW,20,248.09,79,4,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,454,SW,20,248.09,49,12,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,455,SW,20,248.09,45,50,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,456,SW,20,248.09,11,-2,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,457,SW,20,248.09,29,4,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,458,SW,20,248.09,17,3,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,459,SW,20,248.09,17,0,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,460,SW,20,248.09,12,5,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,400,461,SW,20,248.09,12,-3,1.3125,0,-1,-5,1.875,30,10,6
2022,KinneyHill,57,399,462,SW,22.8,248.09,25,38,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,463,SW,22.8,248.09,15,46,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,464,SW,22.8,248.09,47,58,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,465,SW,22.8,248.09,23,53,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,466,SW,22.8,248.09,14,31,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,467,SW,22.8,248.09,-4,27,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,468,SW,22.8,248.09,-1,31,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,469,SW,22.8,248.09,28,50,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,470,SW,22.8,248.09,-3,-4,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,57,399,471,SW,22.8,248.09,-5,44,1.5,2,1,3,1.75,20,0,2
2022,KinneyHill,78,401,472,E,20,246.82,34,21,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,473,E,20,246.82,19,27,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,474,E,20,246.82,18,29,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,475,E,20,246.82,18,17,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,476,E,20,246.82,21,16,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,477,E,20,246.82,10,17,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,478,E,20,246.82,22,29,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,479,E,20,246.82,37,27,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,480,E,20,246.82,14,26,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,401,481,E,20,246.82,12,20,0.9375,5,-7,-10.5,2.1875,13,13,15
2022,KinneyHill,78,402,482,E,9.8,246.82,16,20,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,483,E,9.8,246.82,21,23,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,484,E,9.8,246.82,35,41,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,485,E,9.8,246.82,20,29,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,486,E,9.8,246.82,11,11,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,487,E,9.8,246.82,39,26,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,488,E,9.8,246.82,10,17,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,489,E,9.8,246.82,6,7,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,490,E,9.8,246.82,12,22,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,402,491,E,9.8,246.82,4,25,1.0625,0,-5,1,3.875,30,18,1
2022,KinneyHill,78,403,492,E,20.2,246.82,-5,13,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,493,E,20.2,246.82,18,24,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,494,E,20.2,246.82,10,18,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,495,E,20.2,246.82,3,45,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,496,E,20.2,246.82,-28,9,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,497,E,20.2,246.82,10,15,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,498,E,20.2,246.82,5,10,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,499,E,20.2,246.82,6,5,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,78,403,500,E,20.2,246.82,14,30,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,TumamocHill,5_3,41,561,N,16.2,243.62,22,23,1.6875,-15,10,-13,2.9375,12,33,55
2022,KinneyHill,78,403,562,E,20.2,246.82,22,41,-0.0625,-15,-5,-2.5,3.75,50,10,3
2022,KinneyHill,77,406,563,E,15,246.72,-8,-2,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,564,E,15,246.72,-43,9,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,565,E,15,246.72,54,28,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,566,E,15,246.72,29,49,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,567,E,15,246.72,4,2,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,568,E,15,246.72,14,49,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,569,E,15,246.72,3,2,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,570,E,15,246.72,12,7,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,406,572,E,15,246.72,-9,-1,-0.3125,0,-2,-16,4.0625,25,2,25
2022,KinneyHill,77,405,573,E,15.2,246.72,41,6,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,574,E,15.2,246.72,26,22,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,575,E,15.2,246.72,-1,1,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,576,E,15.2,246.72,30,39,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,577,E,15.2,246.72,22,17,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,578,E,15.2,246.72,6,3,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,579,E,15.2,246.72,18,26,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,580,E,15.2,246.72,29,35,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,581,E,15.2,246.72,0,0,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,405,582,E,15.2,246.72,27,35,0.875,15,2,-15,2.8125,8,15,20
2022,KinneyHill,77,404,583,E,28.4,246.72,48,51,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,584,E,28.4,246.72,24,49,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,585,E,28.4,246.72,49,35,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,586,E,28.4,246.72,33,22,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,587,E,28.4,246.72,47,43,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,588,E,28.4,246.72,91,47,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,589,E,28.4,246.72,57,32,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,590,E,28.4,246.72,50,48,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,77,404,591,E,28.4,246.72,53,56,0.3125,-2,20,-16,1.3125,25,10,27
2022,KinneyHill,66,411,593,S,17,247.15,4,2,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,594,S,17,247.15,4,2,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,595,S,17,247.15,11,3,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,596,S,17,247.15,-4,0,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,597,S,17,247.15,2,0,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,598,S,17,247.15,9,4,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,599,S,17,247.15,-11,-1,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,600,S,17,247.15,3,4,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,601,S,17,247.15,1,3,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,411,602,S,17,247.15,7,4,-5.625,-12,-9,-21,13.875,35,18,23
2022,KinneyHill,66,412,603,S,21,247.15,3,13,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,412,604,S,21,247.15,14,17,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,412,605,S,21,247.15,-2,2,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,412,606,S,21,247.15,3,-1,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,412,607,S,21,247.15,-2,-9,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,412,608,S,21,247.15,-35,-25,-2.375,3,-4,-5,8.0625,22,9,7.5
2022,KinneyHill,66,410,613,S,16.8,247.15,10,-3,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,614,S,16.8,247.15,26,12,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,615,S,16.8,247.15,14,3,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,616,S,16.8,247.15,7,2,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,617,S,16.8,247.15,24,-3,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,618,S,16.8,247.15,15,-2,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,619,S,16.8,247.15,-13,-8,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,620,S,16.8,247.15,3,-9,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,621,S,16.8,247.15,9,1,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,66,410,622,S,16.8,247.15,2,1,-5.5,0,-9,-13.5,17.0625,40,15,16
2022,KinneyHill,68,415,623,W,20.2,252.67,-7,3,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,624,W,20.2,252.67,1,24,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,625,W,20.2,252.67,-5,13,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,626,W,20.2,252.67,-10,-2,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,627,W,20.2,252.67,27,11,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,628,W,20.2,252.67,2,4,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,629,W,20.2,252.67,1,3,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,630,W,20.2,252.67,16,15,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,631,W,20.2,252.67,19,13,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,415,632,W,20.2,252.67,8,5,-4.875,-2,1,2.5,7.75,25,10,2.5
2022,KinneyHill,68,413,633,W,21.2,252.67,3,29,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,634,W,21.2,252.67,17,22,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,635,W,21.2,252.67,7,18,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,636,W,21.2,252.67,-130,-45,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,637,W,21.2,252.67,2,23,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,638,W,21.2,252.67,4,20,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,639,W,21.2,252.67,-17,26,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,640,W,21.2,252.67,-5,13,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,641,W,21.2,252.67,28,26,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,413,642,W,21.2,252.67,-3,7,-6.9375,0,2,-7.5,11.1875,33,13,9
2022,KinneyHill,68,414,643,W,20.8,252.67,24,31,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,644,W,20.8,252.67,12,23,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,645,W,20.8,252.67,11,21,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,646,W,20.8,252.67,8,8,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,647,W,20.8,252.67,11,21,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,648,W,20.8,252.67,1,19,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,649,W,20.8,252.67,3,13,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,650,W,20.8,252.67,15,11,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,651,W,20.8,252.67,23,23,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,68,414,652,W,20.8,252.67,5,7,-2.5,2,-1,1.5,5.625,18,17,4
2022,KinneyHill,70,409,653,S,18.8,247.55,9,18,-5.3125,-15,0,-0.5,10.3125,35,5,1
2022,KinneyHill,70,409,654,S,18.8,247.55,22,24,-5.3125,-15,0,-0.5,10.3125,35,5,1
2022,KinneyHill,70,409,655,S,18.8,247.55,9,6,-5.3125,-15,0,-0.5,10.3125,35,5,1
2022,KinneyHill,70,409,656,S,18.8,247.55,7,-2,-5.3125,-15,0,-0.5,10.3125,35,5,1
2022,KinneyHill,70,409,657,S,18.8,247.55,-26,-2,-5.3125,-15,0,-0.5,10.3125,35,5,1
2022,KinneyHill,70,409,658,S,18.8,247.55,5,20,-5.3125,-15,0,-0.5,10.3125,35,5,1
